Q0,g,C,N,D,Q,L_total,L_classic,L_quality,L_recipe,s_quality,s_train,s_attn,regime_Q
0.3,exp,1.3335214321633241e+22,3888715590.239526,395969745197.4464,1.0,2.064734771348255,2.145417839703071,0.0,-0.08068306835481619,0.1179959432255619,0.692818435882728,0.18918562089171026,ceiling
0.3,exp,1.7782794100389228e+22,4337902106.269571,479211799005.50476,1.0,2.0464946259237813,2.125187165117148,0.0,-0.07869253919336658,0.10708596994402322,0.7013882724570408,0.19152575759893595,ceiling
0.3,exp,2.371373705661655e+22,4844030754.608966,578744685353.071,1.0,2.0291979351444427,2.1059307373434923,0.0,-0.07673280219904964,0.09698221258207998,0.7093248225423544,0.19369296487556562,ceiling
0.3,exp,3.1622776601683792e+22,5414481745.418186,697585323090.3065,1.0,2.0127866168911694,2.0875918403939675,0.0,-0.07480522350279828,0.08766018982556929,0.7166473163288889,0.19569249384554196,ceiling
0.3,exp,4.2169650342858225e+22,6057569978.650635,839298339084.5337,1.0,1.997207114656433,2.070118158188689,0.0,-0.07291104353225618,0.07908997455201462,0.723379261715531,0.19753076373245432,ceiling
0.3,exp,5.623413251903491e+22,6782656725.535729,1008097457802.325,1.0,1.9824099976520146,2.053461369651998,0.0,-0.0710513719999833,0.07123732312563208,0.7295475572431672,0.1992151196312008,ceiling
0.3,exp,7.498942093324558e+22,7600321421.763352,1208959118903.966,1.0,1.9683495923610594,2.0375766773503985,0.0,-0.06922708498933908,0.06406438885304488,0.7351819316717809,0.20075367947517433,ceiling
0.3,exp,1.0000000000000001e+23,8522371239.851584,1447784104011.796,1.0,1.954983644218449,2.0224227640926067,0.0,-0.06743911987415777,0.0575319210885587,0.7403132165726654,0.20215486233877583,ceiling
0.3,exp,1.3335214321633241e+23,9562221608.295485,1731534227353.7593,1.0,1.9422730080361312,2.0079610129880603,0.0,-0.06568800495192913,0.05159839024622252,0.7449740336356652,0.2034275761181123,ceiling
0.3,exp,1.7782794100389228e+23,10734900047.448372,2068458198557.4666,1.0,1.9301813657004163,1.9941556168759993,0.0,-0.06397425117558303,0.04622232861145576,0.7491969559503647,0.2045807154381796,ceiling
0.3,exp,2.371373705661655e+23,12057280084.021477,2468326621917.2295,1.0,1.9186749695887884,1.9809732229280121,0.0,-0.06229825333922372,0.0413625875497664,0.7530143059674019,0.2056231064828319,ceiling
0.3,exp,3.162277660168379e+23,13548428703.64188,2942690853217.6465,1.0,1.907722410077571,1.9683825647427255,0.0,-0.06066015466515453,0.03697853585110926,0.7564579996980186,0.20656346445087226,ceiling
0.3,exp,4.2169650342858225e+23,15229698709.075626,3505248158493.1035,1.0,1.8972944054641818,1.956354474770151,0.0,-0.059060069305969104,0.03303116123833926,0.7595586814738643,0.20741015728779652,ceiling
0.3,exp,5.623413251903491e+23,17125138285.586393,4172214814434.469,1.0,1.8873636126037994,1.9448615555852915,0.0,-0.05749794298149208,0.02948300410690034,0.7623457759947891,0.20817121989831044,ceiling
0.3,exp,7.498942093324558e+23,19261730472.283005,4962814945552.86,1.0,1.8779044565657999,1.9338781026280492,0.0,-0.055973646062249194,0.02629863173254718,0.7648471158363945,0.20885425243105812,ceiling
0.3,exp,1e+24,21669869331.081314,5899812173479.308,1.0,1.868892977646743,1.92337987585415,0.0,-0.054486898207407174,0.023444623232247067,0.7670889532633166,0.2094664235044363,ceiling
0.3,pow,1e+19,193250391.84053028,5205341677.040313,0.5582134086066363,3.1111985699095404,3.0904306895707365,0.18098386306083566,-0.1602159827220319,0.23162712996456142,0.60356059125113,0.16481227878430857,interior
0.3,pow,1.3335214321633241e+19,230124481.03028458,5599418209.259772,0.6037273582156607,3.046849958827373,3.0389472681380925,0.1618506810639163,-0.1539479903746358,0.26191203366674276,0.5797716534875815,0.15831631284567563,interior
0.3,pow,1.7782794100389229e+19,275831562.4673758,5953690670.576419,0.6550227993036074,2.983905595130496,2.9910660530569406,0.14054396475120787,-0.14770442267765266,0.294604599436654,0.5540914855702864,0.15130391499305956,interior
0.3,pow,2.3713737056616554e+19,333389807.64927125,6236701362.2189455,0.7135550519526972,2.922150817774377,2.9471200420329775,0.1164746253864248,-0.14144384964502515,0.3302547153307606,0.5260881477816607,0.1436571368875788,interior
0.3,pow,3.162277660168379e+19,407326370.9461239,6408202329.2834,0.7813828750421007,2.8613263918314362,2.9076467465454474,0.08879500488129272,-0.1351153595953042,0.36950573479380305,0.4952562828913361,0.13523798231486084,interior
0.3,pow,4.216965034285823e+19,504769679.00202566,6418591316.245927,0.8615483048457047,2.8011075888899946,2.8735291693652503,0.0562307175215741,-0.1286522979968298,0.4131388221407379,0.46098228256645024,0.125878895292812,interior
0.3,pow,5.6234132519034905e+19,637663013.4702885,6209641934.1289,0.9588098673042235,2.7410672703333825,2.846277001385521,0.016751789754036083,-0.12196152080617495,0.4621512262876651,0.4224828029788974,0.11536597073343757,interior
0.3,pow,7.498942093324558e+19,735841116.8208419,7087747294.002165,1.0,2.681603246409023,2.7996381042103304,0.0,-0.11803485780130737,0.46875522263193925,0.4172953320339815,0.11394944533407923,ceiling
0.3,pow,1e+20,798988856.1386466,9039550899.950687,1.0,2.6257739811676264,2.7416087737751216,0.0,-0.1158347926074953,0.4483165268830543,0.43335002601352035,0.1183334471034253,ceiling
0.3,pow,1.333521432163324e+20,868626024.2899765,11501413908.666887,1.0,2.5736018944419117,2.6872456056710208,0.0,-0.11364371122910898,0.427749122768109,0.44950582103468606,0.12274505619720495,ceiling
0.3,pow,1.778279410038923e+20,945538343.2643698,14597717910.892008,1.0,2.5248143388188318,2.6362759057056446,0.0,-0.11146156688681295,0.40712039722421506,0.4657097843337229,0.12716981844206193,ceiling
0.3,pow,2.3713737056616553e+20,1030616454.7698035,18480501280.436977,1.0,2.4791597567241648,2.588448202883149,0.0,-0.10928844615898406,0.3865019076559006,0.4819057072246278,0.1315923851194717,ceiling
0.3,pow,3.1622776601683794e+20,1124871081.7394764,23334888587.806866,1.0,2.4364060839025683,2.5435306419168375,0.0,-0.10712455801426911,0.3659684328449071,0.49803485061407593,0.135996716541017,ceiling
0.3,pow,4.216965034285823e+20,1229449786.9603634,29385432133.01429,1.0,2.396339276777302,2.501309514382171,0.0,-0.10497023760486886,0.34559700988454156,0.5140367014941284,0.14036628862132997,ceiling
0.3,pow,5.6234132519034906e+20,1345654195.2007964,36903528941.337,1.0,2.3587619534869297,2.46158793407951,0.0,-0.10282598059258005,0.32546612455097207,0.5298496089094794,0.14468426653954852,ceiling
0.3,pow,7.498942093324558e+20,1474963090.4720287,46215997088.42815,1.0,2.323492139075868,2.424184543113886,0.0,-0.10069240403801812,0.3056540972147218,0.545412051831754,0.1489338509535243,ceiling
0.3,pow,1e+21,1619053891.187268,57715123227.115005,1.0,2.290362105955688,2.3889323939442817,0.0,-0.0985702879885941,0.28623815364487687,0.5606633690472793,0.15309847730784373,ceiling
0.3,pow,1.333521432163324e+21,1779830826.906085,71870281342.30156,1.0,2.259217301367683,2.355677846092664,0.0,-0.0964605447249811,0.26729278714246363,0.5755450457092084,0.15716216714832784,ceiling
0.3,pow,1.7782794100389228e+21,1959451962.87755,89241585853.36832,1.0,2.2299153541769146,2.3242796031087627,0.0,-0.09436424893184793,0.24888869687249696,0.5900015472828104,0.16110975584469278,ceiling
0.3,pow,2.3713737056616553e+21,2160367043.2238965,110495612711.93387,1.0,2.2023251539249316,2.2946077257496027,0.0,-0.09228257182467124,0.23109094527635132,0.6039817669069298,0.16492728781671895,ceiling
0.3,pow,3.1622776601683794e+21,2385348828.044031,136424157569.59251,1.0,2.1763259956707097,2.2665428320598044,0.0,-0.0902168363890946,0.21395831807835872,0.6174395281118883,0.16860215380975296,ceiling
0.3,pow,4.2169650342858226e+21,2637538663.8984427,167965919754.6015,1.0,2.1518067847614115,2.2399752382763163,0.0,-0.0881684535149049,0.19754182741617776,0.6303347606177908,0.17212341196603143,ceiling
0.3,pow,5.623413251903491e+21,2920493355.0583105,206232130141.26648,1.0,2.1286652962952233,2.2148042019680236,0.0,-0.0861389056728005,0.1818838850389302,0.6426341497913723,0.17548196516969744,ceiling
0.3,pow,7.498942093324559e+21,3238231320.591847,252537197181.85007,1.0,2.1068074846616165,2.1909372494125567,0.0,-0.08412976475094033,0.16701798918254138,0.654311382606927,0.17867062821053156,ceiling
0.3,pow,1e+22,3595301169.836412,308433987459.7302,1.0,2.086146839158018,2.168289435137308,0.0,-0.08214259597928988,0.1529678360806532,0.6653478455587664,0.1816843183605805,ceiling
0.3,pow,1.3335214321633241e+22,3996833066.464372,375757227716.59485,1.0,2.066603782270598,2.1467827987913153,0.0,-0.08017901652071757,0.13974788300456878,0.6757321823906299,0.18451993460480137,ceiling
0.3,pow,1.7782794100389228e+22,4448626352.971788,456672970218.9273,1.0,2.048105107752366,2.126345693652949,0.0,-0.07824058590058262,0.12736297698859353,0.6854605857337192,0.18717643727768757,ceiling
0.3,pow,2.371373705661655e+22,4957216649.725111,553739664993.4843,1.0,2.030583456116688,2.106912308524503,0.0,-0.07632885240781523,0.11580932444255668,0.6945360354713893,0.18965464008605407,ceiling
0.3,pow,3.1622776601683792e+22,5529979154.337895,669978441472.2256,1.0,2.0139768255731934,2.0884221003294363,0.0,-0.07444527475624274,0.10507483648050622,0.7029680274817974,0.19195713603769618,ceiling
0.3,pow,4.2169650342858225e+22,6175232813.005568,808957338088.784,1.0,1.9982281167561329,2.070819324199733,0.0,-0.07259120744360018,0.09514008026226838,0.7107718263545232,0.19408809338320845,ceiling
