test_month,realized,naive_persist,ref_lpqr_m,pred_plateau,pred_trend,pred_quantile,ours_syn
2024-12,47.464376408361055,42.38069997703781,38.64191833078941,45.83301184834238,48.64319280496133,46.15202737865084,46.876077343984846
2025-01,46.23110024344452,47.464376408361055,41.3368343683118,45.83301184834238,49.51638107571628,49.67820570967944,48.3425328779127
2025-02,47.21693789116021,46.23110024344452,41.18645128076541,46.23110024344452,49.29423654304263,51.92589652281752,47.43276656466999
2025-03,47.09154471380421,47.21693789116021,42.75308423761844,47.21693789116021,49.517715178534466,53.554034253465346,48.078154065437516
