method,n_tiers,eta2_Q_exp,within_between_Q,eta2_shares_mean,info_gain_lab4,boundaries_C,norm_eta2_Q_exp,norm_eta2_shares_mean,norm_info_gain_lab4,composite
M1_经验划分,3,0.8264578590883455,,0.8760567506330196,1.0757294219995712,"[1e+20, 1e+22]",0.8787010265945603,0.9708952732747722,0.838847219384718,0.8961478397513502
M5_决策树,3,0.888328963214177,,0.8791947928482844,0.9011701959974222,"[4.869675251658631e+19, 3.651741272548377e+20]",1.0,1.0,0.3577667962348395,0.7859222654116133
M2_等宽分箱,3,0.4208638007596353,,0.831402735052813,1.1342034386060083,"[4.641588833612792e+20, 2.154434690031878e+22]",0.08352945838460982,0.5567380276125113,1.0,0.546755828665707
M3_等频分箱,3,0.4208638007596353,,0.831402735052813,1.1342034386060083,"[4.641588833612792e+20, 2.154434690031878e+22]",0.08352945838460982,0.5567380276125113,1.0,0.546755828665707
M4_KMeans聚类,2,0.3782578357444628,,0.7713758036892218,0.7713551130407714,[],0.0,0.0,0.0,0.0
