loss_domain,donor,recipient_1,recipient_2,n_test_recipes,mean_nonadditive_delta_loss
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,freelaw,49,-0.028660164598028032
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,stackexchange,49,-0.06670689247977594
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,github,49,-0.0543441977800503
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,arxiv,49,-0.048179751060906224
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,pubmed_central,49,-0.03825758959703335
metric/the_pile_arxiv_val_loss,wikipedia_en,uspto_backgrounds,pile_cc,49,-0.03701202301668829
metric/the_pile_arxiv_val_loss,wikipedia_en,freelaw,stackexchange,49,-0.033883179794626135
metric/the_pile_arxiv_val_loss,wikipedia_en,freelaw,github,49,-0.029870924053146505
metric/the_pile_arxiv_val_loss,wikipedia_en,freelaw,arxiv,49,-0.07448416467384335
metric/the_pile_arxiv_val_loss,wikipedia_en,freelaw,pubmed_central,49,-0.06914733436229666
metric/the_pile_arxiv_val_loss,wikipedia_en,freelaw,pile_cc,49,-0.05072036810551156
metric/the_pile_arxiv_val_loss,wikipedia_en,stackexchange,github,49,0.0295951841255717
metric/the_pile_arxiv_val_loss,wikipedia_en,stackexchange,arxiv,49,0.14085533826304708
metric/the_pile_arxiv_val_loss,wikipedia_en,stackexchange,pubmed_central,49,0.02036434583221307
metric/the_pile_arxiv_val_loss,wikipedia_en,stackexchange,pile_cc,49,-0.027034394874971744
metric/the_pile_arxiv_val_loss,wikipedia_en,github,arxiv,49,-0.01114959772363741
metric/the_pile_arxiv_val_loss,wikipedia_en,github,pubmed_central,49,-0.019462649645819174
metric/the_pile_arxiv_val_loss,wikipedia_en,github,pile_cc,49,-0.0312562448073464
metric/the_pile_arxiv_val_loss,wikipedia_en,arxiv,pubmed_central,49,0.06418893278714036
metric/the_pile_arxiv_val_loss,wikipedia_en,arxiv,pile_cc,49,-0.041652894506008536
metric/the_pile_arxiv_val_loss,wikipedia_en,pubmed_central,pile_cc,49,-0.020116669133490885
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,freelaw,59,-0.02865460373170691
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,stackexchange,59,-0.028801607554636822
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,github,59,-0.056388879488594855
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,arxiv,59,-0.04398828336759009
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,pubmed_central,59,-0.01942655297441483
metric/the_pile_arxiv_val_loss,uspto_backgrounds,wikipedia_en,pile_cc,59,-0.043749446882041396
metric/the_pile_arxiv_val_loss,uspto_backgrounds,freelaw,stackexchange,59,-0.02583494823986758
metric/the_pile_arxiv_val_loss,uspto_backgrounds,freelaw,github,59,-0.026799363777404113
metric/the_pile_arxiv_val_loss,uspto_backgrounds,freelaw,arxiv,59,-0.07625619852016008
metric/the_pile_arxiv_val_loss,uspto_backgrounds,freelaw,pubmed_central,59,-0.05201283035820469
metric/the_pile_arxiv_val_loss,uspto_backgrounds,freelaw,pile_cc,59,-0.04919452501628855
metric/the_pile_arxiv_val_loss,uspto_backgrounds,stackexchange,github,59,0.032566411523372
metric/the_pile_arxiv_val_loss,uspto_backgrounds,stackexchange,arxiv,59,0.15483284634606145
metric/the_pile_arxiv_val_loss,uspto_backgrounds,stackexchange,pubmed_central,59,0.03170589860262065
metric/the_pile_arxiv_val_loss,uspto_backgrounds,stackexchange,pile_cc,59,-0.019013639535063975
metric/the_pile_arxiv_val_loss,uspto_backgrounds,github,arxiv,59,-0.004727999767048562
metric/the_pile_arxiv_val_loss,uspto_backgrounds,github,pubmed_central,59,-0.015937276235239533
metric/the_pile_arxiv_val_loss,uspto_backgrounds,github,pile_cc,59,-0.022547020717313303
metric/the_pile_arxiv_val_loss,uspto_backgrounds,arxiv,pubmed_central,59,0.07927567814124607
metric/the_pile_arxiv_val_loss,uspto_backgrounds,arxiv,pile_cc,59,-0.030203118089123977
metric/the_pile_arxiv_val_loss,uspto_backgrounds,pubmed_central,pile_cc,59,-0.020412150435267545
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,uspto_backgrounds,47,0.029555796288006572
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,stackexchange,47,-0.031696078779868256
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,github,47,-0.06149819051312814
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,arxiv,47,-0.042246992769690773
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,pubmed_central,47,-0.020324209222423197
metric/the_pile_arxiv_val_loss,freelaw,wikipedia_en,pile_cc,47,-0.046781130312890724
metric/the_pile_arxiv_val_loss,freelaw,uspto_backgrounds,stackexchange,47,-0.053296618180136694
metric/the_pile_arxiv_val_loss,freelaw,uspto_backgrounds,github,47,-0.049453266524978154
metric/the_pile_arxiv_val_loss,freelaw,uspto_backgrounds,arxiv,47,-0.03694267021384406
metric/the_pile_arxiv_val_loss,freelaw,uspto_backgrounds,pubmed_central,47,-0.0303243128541907
metric/the_pile_arxiv_val_loss,freelaw,uspto_backgrounds,pile_cc,47,-0.0285830355802154
metric/the_pile_arxiv_val_loss,freelaw,stackexchange,github,47,0.01900409350612443
metric/the_pile_arxiv_val_loss,freelaw,stackexchange,arxiv,47,0.16414384886841862
metric/the_pile_arxiv_val_loss,freelaw,stackexchange,pubmed_central,47,0.026247103273731892
metric/the_pile_arxiv_val_loss,freelaw,stackexchange,pile_cc,47,-0.030815875422761874
metric/the_pile_arxiv_val_loss,freelaw,github,arxiv,47,-0.014129471930068254
metric/the_pile_arxiv_val_loss,freelaw,github,pubmed_central,47,-0.029911013379763506
metric/the_pile_arxiv_val_loss,freelaw,github,pile_cc,47,-0.03907032950742908
metric/the_pile_arxiv_val_loss,freelaw,arxiv,pubmed_central,47,0.06605280945178005
metric/the_pile_arxiv_val_loss,freelaw,arxiv,pile_cc,47,-0.04481447390937063
metric/the_pile_arxiv_val_loss,freelaw,pubmed_central,pile_cc,47,-0.021978422201546586
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,uspto_backgrounds,72,0.084837620683718
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,freelaw,72,0.00471086257602183
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,github,72,-0.03523782334350842
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,arxiv,72,-0.03322421381035365
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,pubmed_central,72,0.0030630500132844407
metric/the_pile_arxiv_val_loss,stackexchange,wikipedia_en,pile_cc,72,-0.010661124057136916
metric/the_pile_arxiv_val_loss,stackexchange,uspto_backgrounds,freelaw,72,0.010536902680173857
metric/the_pile_arxiv_val_loss,stackexchange,uspto_backgrounds,github,72,-0.02175226498553711
metric/the_pile_arxiv_val_loss,stackexchange,uspto_backgrounds,arxiv,72,-0.03235111977159517
metric/the_pile_arxiv_val_loss,stackexchange,uspto_backgrounds,pubmed_central,72,-0.00578674212198766
metric/the_pile_arxiv_val_loss,stackexchange,uspto_backgrounds,pile_cc,72,0.0029021974239453064
metric/the_pile_arxiv_val_loss,stackexchange,freelaw,github,72,-0.01815693237842976
metric/the_pile_arxiv_val_loss,stackexchange,freelaw,arxiv,72,-0.07670444518785041
metric/the_pile_arxiv_val_loss,stackexchange,freelaw,pubmed_central,72,-0.053002735399762343
metric/the_pile_arxiv_val_loss,stackexchange,freelaw,pile_cc,72,-0.03662262834002002
metric/the_pile_arxiv_val_loss,stackexchange,github,arxiv,72,-0.022826597364660514
metric/the_pile_arxiv_val_loss,stackexchange,github,pubmed_central,72,-0.0149668299547235
metric/the_pile_arxiv_val_loss,stackexchange,github,pile_cc,72,-0.01551299252861801
metric/the_pile_arxiv_val_loss,stackexchange,arxiv,pubmed_central,72,0.06008934354441878
metric/the_pile_arxiv_val_loss,stackexchange,arxiv,pile_cc,72,-0.039121290580754864
metric/the_pile_arxiv_val_loss,stackexchange,pubmed_central,pile_cc,72,-0.008097572817842359
metric/the_pile_arxiv_val_loss,github,wikipedia_en,uspto_backgrounds,77,0.07043764334964482
metric/the_pile_arxiv_val_loss,github,wikipedia_en,freelaw,77,-0.017424519916914776
metric/the_pile_arxiv_val_loss,github,wikipedia_en,stackexchange,77,-0.0304455359663013
metric/the_pile_arxiv_val_loss,github,wikipedia_en,arxiv,77,-0.037866216532859744
metric/the_pile_arxiv_val_loss,github,wikipedia_en,pubmed_central,77,-0.008208188691583757
metric/the_pile_arxiv_val_loss,github,wikipedia_en,pile_cc,77,-0.037726206906678314
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,freelaw,77,-0.012962377661355318
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,stackexchange,77,-0.06566339463514365
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,arxiv,77,-0.03887339815828653
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,pubmed_central,77,-0.017691646483770928
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,pile_cc,77,-0.022537940705227973
metric/the_pile_arxiv_val_loss,github,freelaw,stackexchange,77,-0.05325958480513316
metric/the_pile_arxiv_val_loss,github,freelaw,arxiv,77,-0.0838068434118876
metric/the_pile_arxiv_val_loss,github,freelaw,pubmed_central,77,-0.06061443356959159
metric/the_pile_arxiv_val_loss,github,freelaw,pile_cc,77,-0.06668547038184455
metric/the_pile_arxiv_val_loss,github,stackexchange,arxiv,77,0.1612726295176392
metric/the_pile_arxiv_val_loss,github,stackexchange,pubmed_central,77,0.018667583854719744
metric/the_pile_arxiv_val_loss,github,stackexchange,pile_cc,77,-0.03756324389589964
metric/the_pile_arxiv_val_loss,github,arxiv,pubmed_central,77,0.06567718726312084
metric/the_pile_arxiv_val_loss,github,arxiv,pile_cc,77,-0.047268838508289265
metric/the_pile_arxiv_val_loss,github,pubmed_central,pile_cc,77,-0.023488958977903707
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,uspto_backgrounds,65,0.11622513998618096
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,freelaw,65,0.03217827415163862
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,stackexchange,65,0.006252222482205158
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,github,65,-0.006023489380221829
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,pubmed_central,65,0.02273195970289998
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,pile_cc,65,0.0143936805461213
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,freelaw,65,0.03786186587089881
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,stackexchange,65,-0.01828179724602225
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,github,65,0.00724723654251895
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,pubmed_central,65,0.00924724250849803
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,pile_cc,65,0.026157641530032857
metric/the_pile_arxiv_val_loss,arxiv,freelaw,stackexchange,65,0.000430772135563947
metric/the_pile_arxiv_val_loss,arxiv,freelaw,github,65,0.018037438000034847
metric/the_pile_arxiv_val_loss,arxiv,freelaw,pubmed_central,65,-0.03216896916142922
metric/the_pile_arxiv_val_loss,arxiv,freelaw,pile_cc,65,-0.01638796600434832
metric/the_pile_arxiv_val_loss,arxiv,stackexchange,github,65,0.045261954065866236
metric/the_pile_arxiv_val_loss,arxiv,stackexchange,pubmed_central,65,0.04463208463814125
metric/the_pile_arxiv_val_loss,arxiv,stackexchange,pile_cc,65,0.0068004062800709015
metric/the_pile_arxiv_val_loss,arxiv,github,pubmed_central,65,0.0086558887807366
metric/the_pile_arxiv_val_loss,arxiv,github,pile_cc,65,0.017723291145610907
metric/the_pile_arxiv_val_loss,arxiv,pubmed_central,pile_cc,65,0.013427019443677071
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,uspto_backgrounds,81,0.06632056795920306
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,freelaw,81,-0.01003584675095544
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,stackexchange,81,-0.021049571638840966
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,github,81,-0.044243221928995
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,arxiv,81,-0.04520539275724826
metric/the_pile_arxiv_val_loss,pubmed_central,wikipedia_en,pile_cc,81,-0.023821169997973006
metric/the_pile_arxiv_val_loss,pubmed_central,uspto_backgrounds,freelaw,81,-0.001887466355368725
metric/the_pile_arxiv_val_loss,pubmed_central,uspto_backgrounds,stackexchange,81,-0.04904275691579696
metric/the_pile_arxiv_val_loss,pubmed_central,uspto_backgrounds,github,81,-0.030291361801556782
metric/the_pile_arxiv_val_loss,pubmed_central,uspto_backgrounds,arxiv,81,-0.04501526484987912
metric/the_pile_arxiv_val_loss,pubmed_central,uspto_backgrounds,pile_cc,81,-0.019086092093914386
metric/the_pile_arxiv_val_loss,pubmed_central,freelaw,stackexchange,81,-0.028283833155485768
metric/the_pile_arxiv_val_loss,pubmed_central,freelaw,github,81,-0.02348165183677571
metric/the_pile_arxiv_val_loss,pubmed_central,freelaw,arxiv,81,-0.0772861487047814
metric/the_pile_arxiv_val_loss,pubmed_central,freelaw,pile_cc,81,-0.04504562406663795
metric/the_pile_arxiv_val_loss,pubmed_central,stackexchange,github,81,0.023308815264175678
metric/the_pile_arxiv_val_loss,pubmed_central,stackexchange,arxiv,81,0.1477475597586941
metric/the_pile_arxiv_val_loss,pubmed_central,stackexchange,pile_cc,81,-0.02257702926489774
metric/the_pile_arxiv_val_loss,pubmed_central,github,arxiv,81,-0.01763050706002872
metric/the_pile_arxiv_val_loss,pubmed_central,github,pile_cc,81,-0.02292467329722154
metric/the_pile_arxiv_val_loss,pubmed_central,arxiv,pile_cc,81,-0.04842719856749046
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,uspto_backgrounds,68,0.051994818712007014
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,freelaw,68,-0.014307532236168548
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,stackexchange,68,-0.02073971128291645
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,github,68,-0.048805002257269914
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,arxiv,68,-0.03264225992946771
metric/the_pile_arxiv_val_loss,pile_cc,wikipedia_en,pubmed_central,68,-0.011291261797000188
metric/the_pile_arxiv_val_loss,pile_cc,uspto_backgrounds,freelaw,68,-0.012618388186618423
metric/the_pile_arxiv_val_loss,pile_cc,uspto_backgrounds,stackexchange,68,-0.046480304881738516
metric/the_pile_arxiv_val_loss,pile_cc,uspto_backgrounds,github,68,-0.037120261649243036
metric/the_pile_arxiv_val_loss,pile_cc,uspto_backgrounds,arxiv,68,-0.030327868364261136
metric/the_pile_arxiv_val_loss,pile_cc,uspto_backgrounds,pubmed_central,68,-0.02721905561126364
metric/the_pile_arxiv_val_loss,pile_cc,freelaw,stackexchange,68,-0.035663133615946335
metric/the_pile_arxiv_val_loss,pile_cc,freelaw,github,68,-0.028591114187261006
metric/the_pile_arxiv_val_loss,pile_cc,freelaw,arxiv,68,-0.0768584805517007
metric/the_pile_arxiv_val_loss,pile_cc,freelaw,pubmed_central,68,-0.05961607509224694
metric/the_pile_arxiv_val_loss,pile_cc,stackexchange,github,68,0.02984781857079811
metric/the_pile_arxiv_val_loss,pile_cc,stackexchange,arxiv,68,0.15454298921085688
metric/the_pile_arxiv_val_loss,pile_cc,stackexchange,pubmed_central,68,0.03679049515695087
metric/the_pile_arxiv_val_loss,pile_cc,github,arxiv,68,-0.013588945092489327
metric/the_pile_arxiv_val_loss,pile_cc,github,pubmed_central,68,-0.025555818037860296
metric/the_pile_arxiv_val_loss,pile_cc,arxiv,pubmed_central,68,0.08162514300882863
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,freelaw,49,-0.014692511034601452
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,stackexchange,49,-0.029712055479220543
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,github,49,-0.02014187775612866
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,arxiv,49,-0.007447521292134556
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,pubmed_central,49,-0.01574426285614517
metric/the_pile_freelaw_val_loss,wikipedia_en,uspto_backgrounds,pile_cc,49,-0.009272830973139919
metric/the_pile_freelaw_val_loss,wikipedia_en,freelaw,stackexchange,49,-0.012436665969821408
metric/the_pile_freelaw_val_loss,wikipedia_en,freelaw,github,49,-0.027026784049230472
metric/the_pile_freelaw_val_loss,wikipedia_en,freelaw,arxiv,49,-0.03213508322479972
metric/the_pile_freelaw_val_loss,wikipedia_en,freelaw,pubmed_central,49,-0.03445681560292497
metric/the_pile_freelaw_val_loss,wikipedia_en,freelaw,pile_cc,49,0.04127909680576906
metric/the_pile_freelaw_val_loss,wikipedia_en,stackexchange,github,49,0.002918401733874374
metric/the_pile_freelaw_val_loss,wikipedia_en,stackexchange,arxiv,49,-0.015034680847906155
metric/the_pile_freelaw_val_loss,wikipedia_en,stackexchange,pubmed_central,49,-0.014298051400217976
metric/the_pile_freelaw_val_loss,wikipedia_en,stackexchange,pile_cc,49,-0.017455612925267292
metric/the_pile_freelaw_val_loss,wikipedia_en,github,arxiv,49,-0.028882260353281324
metric/the_pile_freelaw_val_loss,wikipedia_en,github,pubmed_central,49,-0.019809357180516993
metric/the_pile_freelaw_val_loss,wikipedia_en,github,pile_cc,49,-0.02760229912002296
metric/the_pile_freelaw_val_loss,wikipedia_en,arxiv,pubmed_central,49,-0.020530684255601794
metric/the_pile_freelaw_val_loss,wikipedia_en,arxiv,pile_cc,49,-0.025461377582059325
metric/the_pile_freelaw_val_loss,wikipedia_en,pubmed_central,pile_cc,49,-0.010817614844847388
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,freelaw,59,0.01865692645255115
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,stackexchange,59,-0.014422867918529512
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,github,59,-0.03396210819406729
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,arxiv,59,-0.026930205999703728
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,pubmed_central,59,-0.01697353887119771
metric/the_pile_freelaw_val_loss,uspto_backgrounds,wikipedia_en,pile_cc,59,-0.002838304546270874
metric/the_pile_freelaw_val_loss,uspto_backgrounds,freelaw,stackexchange,59,-0.009628535539487103
metric/the_pile_freelaw_val_loss,uspto_backgrounds,freelaw,github,59,-0.026543048044944433
metric/the_pile_freelaw_val_loss,uspto_backgrounds,freelaw,arxiv,59,-0.03660052640566818
metric/the_pile_freelaw_val_loss,uspto_backgrounds,freelaw,pubmed_central,59,-0.027447242518828536
metric/the_pile_freelaw_val_loss,uspto_backgrounds,freelaw,pile_cc,59,0.04232006497931327
metric/the_pile_freelaw_val_loss,uspto_backgrounds,stackexchange,github,59,-0.0022120256713677937
metric/the_pile_freelaw_val_loss,uspto_backgrounds,stackexchange,arxiv,59,-0.019855622349252748
metric/the_pile_freelaw_val_loss,uspto_backgrounds,stackexchange,pubmed_central,59,-0.01596254978120236
metric/the_pile_freelaw_val_loss,uspto_backgrounds,stackexchange,pile_cc,59,-0.017413925131865307
metric/the_pile_freelaw_val_loss,uspto_backgrounds,github,arxiv,59,-0.029042470980253778
metric/the_pile_freelaw_val_loss,uspto_backgrounds,github,pubmed_central,59,-0.025950549133115935
metric/the_pile_freelaw_val_loss,uspto_backgrounds,github,pile_cc,59,-0.024611454944826763
metric/the_pile_freelaw_val_loss,uspto_backgrounds,arxiv,pubmed_central,59,-0.027612405193419367
metric/the_pile_freelaw_val_loss,uspto_backgrounds,arxiv,pile_cc,59,-0.026262556847119985
metric/the_pile_freelaw_val_loss,uspto_backgrounds,pubmed_central,pile_cc,59,-0.01711601949220816
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,uspto_backgrounds,47,0.07161621828483614
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,stackexchange,47,0.04234187772238064
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,github,47,0.02540202119540295
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,arxiv,47,0.03521210411228955
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,pubmed_central,47,0.04022125116294647
metric/the_pile_freelaw_val_loss,freelaw,wikipedia_en,pile_cc,47,0.046224325855353694
metric/the_pile_freelaw_val_loss,freelaw,uspto_backgrounds,stackexchange,47,0.033371193397510504
metric/the_pile_freelaw_val_loss,freelaw,uspto_backgrounds,github,47,0.04071698536098246
metric/the_pile_freelaw_val_loss,freelaw,uspto_backgrounds,arxiv,47,0.052784551757756586
metric/the_pile_freelaw_val_loss,freelaw,uspto_backgrounds,pubmed_central,47,0.04464830816576455
metric/the_pile_freelaw_val_loss,freelaw,uspto_backgrounds,pile_cc,47,0.03846769370833873
metric/the_pile_freelaw_val_loss,freelaw,stackexchange,github,47,0.05594383263320128
metric/the_pile_freelaw_val_loss,freelaw,stackexchange,arxiv,47,0.037065873636158174
metric/the_pile_freelaw_val_loss,freelaw,stackexchange,pubmed_central,47,0.03776680522093574
metric/the_pile_freelaw_val_loss,freelaw,stackexchange,pile_cc,47,0.023618464154643942
metric/the_pile_freelaw_val_loss,freelaw,github,arxiv,47,0.031887070737621946
metric/the_pile_freelaw_val_loss,freelaw,github,pubmed_central,47,0.02851412011694398
metric/the_pile_freelaw_val_loss,freelaw,github,pile_cc,47,0.013808421281891957
metric/the_pile_freelaw_val_loss,freelaw,arxiv,pubmed_central,47,0.03831104946893164
metric/the_pile_freelaw_val_loss,freelaw,arxiv,pile_cc,47,0.015123293381650433
metric/the_pile_freelaw_val_loss,freelaw,pubmed_central,pile_cc,47,0.030799018567722984
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,uspto_backgrounds,72,0.02780530064229781
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,freelaw,72,0.025907315186553433
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,github,72,-0.032169154506251484
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,arxiv,72,-0.017110461740547873
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,pubmed_central,72,-0.013415582471302515
metric/the_pile_freelaw_val_loss,stackexchange,wikipedia_en,pile_cc,72,0.0032079480656906417
metric/the_pile_freelaw_val_loss,stackexchange,uspto_backgrounds,freelaw,72,-0.008951556977871152
metric/the_pile_freelaw_val_loss,stackexchange,uspto_backgrounds,github,72,-0.020204760629120855
metric/the_pile_freelaw_val_loss,stackexchange,uspto_backgrounds,arxiv,72,-0.005341824734668395
metric/the_pile_freelaw_val_loss,stackexchange,uspto_backgrounds,pubmed_central,72,-0.013759032621447238
metric/the_pile_freelaw_val_loss,stackexchange,uspto_backgrounds,pile_cc,72,-0.004163864926383
metric/the_pile_freelaw_val_loss,stackexchange,freelaw,github,72,-0.03340468988779693
metric/the_pile_freelaw_val_loss,stackexchange,freelaw,arxiv,72,-0.033527171126294913
metric/the_pile_freelaw_val_loss,stackexchange,freelaw,pubmed_central,72,-0.03597488852599165
metric/the_pile_freelaw_val_loss,stackexchange,freelaw,pile_cc,72,0.055990518080015476
metric/the_pile_freelaw_val_loss,stackexchange,github,arxiv,72,-0.026654120912299392
metric/the_pile_freelaw_val_loss,stackexchange,github,pubmed_central,72,-0.02939919165480563
metric/the_pile_freelaw_val_loss,stackexchange,github,pile_cc,72,-0.02935775826251301
metric/the_pile_freelaw_val_loss,stackexchange,arxiv,pubmed_central,72,-0.027032271954217504
metric/the_pile_freelaw_val_loss,stackexchange,arxiv,pile_cc,72,-0.024285186519079533
metric/the_pile_freelaw_val_loss,stackexchange,pubmed_central,pile_cc,72,-0.016337340141786796
metric/the_pile_freelaw_val_loss,github,wikipedia_en,uspto_backgrounds,77,0.02808126229664642
metric/the_pile_freelaw_val_loss,github,wikipedia_en,freelaw,77,0.034485091293269876
metric/the_pile_freelaw_val_loss,github,wikipedia_en,stackexchange,77,-0.01660463997409096
metric/the_pile_freelaw_val_loss,github,wikipedia_en,arxiv,77,-0.022220217652812804
metric/the_pile_freelaw_val_loss,github,wikipedia_en,pubmed_central,77,-0.014574067933233757
metric/the_pile_freelaw_val_loss,github,wikipedia_en,pile_cc,77,0.007856528885554003
metric/the_pile_freelaw_val_loss,github,uspto_backgrounds,freelaw,77,-0.011103456182775187
metric/the_pile_freelaw_val_loss,github,uspto_backgrounds,stackexchange,77,-0.03845978289782576
metric/the_pile_freelaw_val_loss,github,uspto_backgrounds,arxiv,77,-0.010805422132862131
metric/the_pile_freelaw_val_loss,github,uspto_backgrounds,pubmed_central,77,-0.015539724427288371
metric/the_pile_freelaw_val_loss,github,uspto_backgrounds,pile_cc,77,-0.007490630628663165
metric/the_pile_freelaw_val_loss,github,freelaw,stackexchange,77,-0.020443089562742933
metric/the_pile_freelaw_val_loss,github,freelaw,arxiv,77,-0.03712962710152398
metric/the_pile_freelaw_val_loss,github,freelaw,pubmed_central,77,-0.032938697224743595
metric/the_pile_freelaw_val_loss,github,freelaw,pile_cc,77,0.06664310186329746
metric/the_pile_freelaw_val_loss,github,stackexchange,arxiv,77,-0.02940745469611105
metric/the_pile_freelaw_val_loss,github,stackexchange,pubmed_central,77,-0.025698718996832473
metric/the_pile_freelaw_val_loss,github,stackexchange,pile_cc,77,-0.027634641205644603
metric/the_pile_freelaw_val_loss,github,arxiv,pubmed_central,77,-0.0291939505715467
metric/the_pile_freelaw_val_loss,github,arxiv,pile_cc,77,-0.032176726224075185
metric/the_pile_freelaw_val_loss,github,pubmed_central,pile_cc,77,-0.018898212007657997
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,uspto_backgrounds,65,0.02859869006744331
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,freelaw,65,0.039082711913417265
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,stackexchange,65,-0.01174486895330234
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,github,65,-0.0320620440931046
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,pubmed_central,65,-0.014532153882258043
metric/the_pile_freelaw_val_loss,arxiv,wikipedia_en,pile_cc,65,0.005453454492359551
metric/the_pile_freelaw_val_loss,arxiv,uspto_backgrounds,freelaw,65,-0.010219673977644247
metric/the_pile_freelaw_val_loss,arxiv,uspto_backgrounds,stackexchange,65,-0.027853446778331303
metric/the_pile_freelaw_val_loss,arxiv,uspto_backgrounds,github,65,-0.021573200587742522
metric/the_pile_freelaw_val_loss,arxiv,uspto_backgrounds,pubmed_central,65,-0.01744979405956698
metric/the_pile_freelaw_val_loss,arxiv,uspto_backgrounds,pile_cc,65,-0.007744931103568282
metric/the_pile_freelaw_val_loss,arxiv,freelaw,stackexchange,65,-0.011252109633055183
metric/the_pile_freelaw_val_loss,arxiv,freelaw,github,65,-0.030059635633801103
metric/the_pile_freelaw_val_loss,arxiv,freelaw,pubmed_central,65,-0.03527512698661249
metric/the_pile_freelaw_val_loss,arxiv,freelaw,pile_cc,65,0.07225196204676673
metric/the_pile_freelaw_val_loss,arxiv,stackexchange,github,65,-0.00555399741415352
metric/the_pile_freelaw_val_loss,arxiv,stackexchange,pubmed_central,65,-0.022394419293584468
