tau,const,beta_logN,beta_t_per_month,annualized_t,pseudo_r2
0.5,4.627735276395602,14.785946473739788,1.1905943741531197,14.287132489837436,0.3326391120424288
0.8,7.658884099712557,16.20914178776052,1.546428343383245,18.55714012059894,0.404307611279469
0.9,11.14189909178498,15.87994358105926,1.4337931429369404,17.205517715243285,0.3966272482609027
0.95,16.401787393520735,14.771420239044355,1.0466611491675757,12.55993379001091,0.37457933325784376
