horizon_months,point_v2,ci5_v2,ci95_v2,legs,leg_spread,point_v1,ci95_v1
12,47.79099437603072,46.58626504748885,48.9982990868754,"{'plateau_continue': 46.66, 'slowdown_scale': 47.6, 'mechanism_compute': 47.8}",1.1348255359648078,46.66132247862437,79.6498753831332
24,48.073019670067275,46.86584429999018,49.28244909095329,"{'plateau_continue': 46.66, 'slowdown_scale': 48.54, 'mechanism_compute': 48.07}",1.879398966772591,46.66132247862437,99.7001081459976
