domain,id,group_std,weighted_divergence,deltaQ,conflict_strength
arxiv,BkiUdBQ5qYVBSqkygqvC,0.2264977501236879,1.346677094966872,0.002320696938415856,-0.00030458128701815745
arxiv,BkiUdqk25V5i1dkg3xWc,0.21990007940470452,1.2452353714903077,0.018819469833763036,0.0632149700807208
arxiv,BkiUbXXxK7Tt6CA5FTG7,0.24492677191863135,1.461249394750014,0.03114069070688097,1.025110474951945
arxiv,BkiUc_Y4c3aisMwilqSJ,0.1848498352408926,1.0134233607617218,0.003506269552771668,-1.0980521378064632
arxiv,BkiUdlE5qoYAo52Vqk4-,0.1679995479255092,0.8413621156041207,0.0012661270365593724,-1.6751740095417031
arxiv,BkiUed04eIOjR4Mj-00Z,0.22818146383701782,1.2325714842658335,0.01820309296201983,0.11103816682792375
arxiv,BkiUdWg5qg5A59MXG8c0,0.20347260361367941,0.9445625622119871,0.02510759427325493,-0.5978649214160823
arxiv,BkiUfsA5qhLBrnqN0sQf,0.21915410536511645,1.0159663216092008,0.016321807867584415,-0.4685377503839398
arxiv,BkiUbwnxK4sA-7sDdyQM,0.18976891034057022,0.8951305639833993,0.02287182552732081,-0.8893759965087366
arxiv,BkiUd9Y4eILhP_ZFB6pa,0.21960687421008904,1.204771728422348,0.019111308334665567,-0.017159185611309545
arxiv,BkiUeTzxK6mkyCfODSv-,0.19435607688987805,1.0382725849334986,0.012147056023880332,-0.7685238733807467
arxiv,BkiUfbI25V5jXvdT3FCG,0.3190730554376674,1.4561256075066753,0.017864211877065994,1.515701006152243
arxiv,BkiUdhHxaKgQIQzdyQmI,0.2126523678473395,1.176952180429429,0.02700386564828472,0.016128814437425615
arxiv,BkiUc-vxK7IDPXIhnLPg,0.20778576714685013,1.1359741298720714,0.021344827558678614,-0.23634608894736098
arxiv,BkiUdfTxK6Ot9UjEBlvA,0.23963040161034457,1.392142793742456,0.030548189037513107,0.8150732079438096
arxiv,BkiUdG45qX_Bl-uWGa7i,0.20886540448323426,1.1632499027843424,0.02574180544350413,-0.07785036432345266
arxiv,BkiUfSvxK6nrxjHzDfaq,0.22263097765599918,1.1696298768507103,0.01363911663252415,-0.1711669618371121
arxiv,BkiUdPc5qoYA0D8lKjOo,0.215537108999163,1.292529306159221,0.010718063984743509,-0.0527231515395946
arxiv,BkiUbWY25YjgKLaE8IjZ,0.22879108279889132,1.257696939114793,0.02038765784402885,0.21439025400727005
arxiv,BkiUc-XxK3xgpbERC94a,0.21336597661862566,0.83341445151441,0.025464266415112125,-0.7158870703124455
arxiv,BkiUftw5qhDCYT-7h2Ps,0.19887167130494252,0.9588837348535273,0.0207588021886852,-0.7065335287302633
arxiv,BkiUduA4uzlhgyWvJ1dJ,0.19601091695827488,1.074426526597769,0.010930213151473356,-0.701923961654479
arxiv,BkiUfN_xK7IAE_K9ytSd,0.2242459461788933,0.974487153377376,0.01564839835262133,-0.5146278608236633
arxiv,BkiUdb45qdmDD94KRNW6,0.213044469580252,1.2478059649758515,0.024012802448592385,0.10426294893885892
arxiv,BkiUc_I5qYVBWXyireYI,0.18563015100460248,0.9570361119815786,0.00812563488895568,-1.1104137761036057
arxiv,BkiUav3xK6nrxqmoxKc4,0.19957630507613602,1.11128394641321,0.011529093413242708,-0.5762963296895494
