origin_train_upto,test_month,realized,band_lo,band_hi,covered_80band,pred_plateau,err_plateau,pred_trend,err_trend,pred_quantile,err_quantile
5,2024-12,47.464376408361055,19.051275939506013,46.15202737865084,False,45.83301184834238,-1.6313645600186746,48.64319280496133,1.1788163966002756,46.15202737865084,-1.3123490297102123
6,2025-01,46.23110024344452,21.305676281030824,49.67820570967944,True,45.83301184834238,-0.39808839510214256,49.51638107571628,3.2852808322717593,49.67820570967944,3.447105466234916
7,2025-02,47.21693789116021,22.295781156312987,51.92589652281752,True,46.23110024344452,-0.9858376477156838,49.29423654304263,2.0772986518824226,51.92589652281752,4.70895863165731
8,2025-03,47.09154471380421,23.026590865513327,53.554034253465346,True,47.21693789116021,0.12539317735599553,49.517715178534466,2.426170464730255,53.554034253465346,6.462489539661135
